,18 Beta,CSS,Added support for the unprefixed backdrop-filter.  (67696804),,https://bugs.webkit.org/buglist.cgi?content=67696804
,18 Beta,CSS,Added support for currentColor and system color keywords to Relative Color Syntax.  (100981965),,https://bugs.webkit.org/buglist.cgi?content=100981965
,18 Beta,CSS,Added support for content-visibility.  (117156105),,https://bugs.webkit.org/buglist.cgi?content=117156105
,18 Beta,CSS,Added support for the safe keyword in Flexbox properties.  (118000717),,https://bugs.webkit.org/buglist.cgi?content=118000717
,18 Beta,CSS,Added support for animating the display property.  (121662911),,https://bugs.webkit.org/buglist.cgi?content=121662911
,18 Beta,CSS,Added support for CSS Style Container Queries.  (122800215),,https://bugs.webkit.org/buglist.cgi?content=122800215
,18 Beta,CSS,Added support for View Transitions.  (123128491),,https://bugs.webkit.org/buglist.cgi?content=123128491
,18 Beta,CSS,Fixed setting white-space to a non-default value dynamically on a whitespace or a new line.  (92559818),,https://bugs.webkit.org/buglist.cgi?content=92559818
,18 Beta,CSS,Fixed turning text-spacing properties into font properties.  (105722440),,https://bugs.webkit.org/buglist.cgi?content=105722440
,18 Beta,CSS,Fixed custom counter styles extending disclosure-open and disclosure-closed to point to the correct direction in right-to-left.  (109014745),,https://bugs.webkit.org/buglist.cgi?content=109014745
,18 Beta,CSS,Fixed backface-visibility to create a stacking context and containing block.  (114732608),,https://bugs.webkit.org/buglist.cgi?content=114732608
,18 Beta,CSS,Fixed getComputedStyle() to work with functional pseudo-elements like ::highlight().  (117864743),,https://bugs.webkit.org/buglist.cgi?content=117864743
,18 Beta,CSS,Fixed: Aliased :-webkit-full-screen pseudo-class to :fullscreen.  (120335917),,https://bugs.webkit.org/buglist.cgi?content=120335917
,18 Beta,CSS,Fixed: Aliased :-webkit-any-link to :any-link and :matches() to :is().  (120337922),,https://bugs.webkit.org/buglist.cgi?content=120337922
,18 Beta,CSS,Fixed getComputedStyle() pseudo-element parsing to support the full range of CSS syntax.  (120471227),,https://bugs.webkit.org/buglist.cgi?content=120471227
,18 Beta,CSS,Fixed @supports to correctly handle support for some -webkit prefixed pseudo-elements that were incorrectly treated as unsupported.  (120577690),,https://bugs.webkit.org/buglist.cgi?content=120577690
,18 Beta,CSS,Fixed updating media-query sensitive meta tags after style changes.  (120854167),,https://bugs.webkit.org/buglist.cgi?content=120854167
,18 Beta,CSS,Fixed changing color scheme to update gradients with system colors or light-dark().  (121285450),,https://bugs.webkit.org/buglist.cgi?content=121285450
,18 Beta,CSS,Fixed incorrect inline element size when using font-variant-caps: all-small-caps with font-synthesis.  (121314557),,https://bugs.webkit.org/buglist.cgi?content=121314557
,18 Beta,CSS,Fixed :empty selector to work with animations.  (122838142),,https://bugs.webkit.org/buglist.cgi?content=122838142
,18 Beta,CSS,Fixed preserving whitespace when serializing custom properties.  (123491915),,https://bugs.webkit.org/buglist.cgi?content=123491915
,18 Beta,CSS,Fixed updating style correctly for non-inherited custom property mutations.  (123645196),,https://bugs.webkit.org/buglist.cgi?content=123645196
,18 Beta,CSS,Fixed element removed by parent to end up losing the last remembered size.  (123975513),,https://bugs.webkit.org/buglist.cgi?content=123975513
,18 Beta,CSS,Fixed resolving container units in style queries.  (124058441),,https://bugs.webkit.org/buglist.cgi?content=124058441
,18 Beta,CSS,Fixed an incorrect difference between implicit and explicit initial values for custom properties.  (124573975),,https://bugs.webkit.org/buglist.cgi?content=124573975
,18 Beta,CSS,Fixed the contrast of Menu and MenuText system colors.  (125270664),,https://bugs.webkit.org/buglist.cgi?content=125270664
,18 Beta,CSS,Fixed keeping the shorthand value for CSS gap as-is in serialized and computed values.  (125335787),,https://bugs.webkit.org/buglist.cgi?content=125335787
,18 Beta,CSS,Fixed the style adjuster for @starting-style incorrectly invoking with a null element.  (125837628),,https://bugs.webkit.org/buglist.cgi?content=125837628
,18 Beta,CSS,Fixed excluding -apple-pay-button from applying to any element that supports appearance: auto and is not a button.  (126107516),,https://bugs.webkit.org/buglist.cgi?content=126107516
,18 Beta,CSS,Fixed missing color interpretation methods added to CSS color specifications.  (126444371),,https://bugs.webkit.org/buglist.cgi?content=126444371
,18 Beta,CSS,Fixed hsl() and hsla() implementation to match the latest spec changes.  (126722229),,https://bugs.webkit.org/buglist.cgi?content=126722229
,18 Beta,CSS,Fixed the implementation of rgb() and rgba() to match the latest spec.  (126830606),,https://bugs.webkit.org/buglist.cgi?content=126830606
,18 Beta,CSS,Fixed the hwb() implementation to match the latest spec.  (126924645),,https://bugs.webkit.org/buglist.cgi?content=126924645
,18 Beta,CSS,Fixed the remaining color types to be synced with the latest spec changes.  (127077683),,https://bugs.webkit.org/buglist.cgi?content=127077683
,18 Beta,CSS,Fixed carrying analogous components forward when interpolating colors.  (127170141),,https://bugs.webkit.org/buglist.cgi?content=127170141
,18 Beta,CSS,Fixed applying the fill layer pattern for mask-mode.  (127999241),,https://bugs.webkit.org/buglist.cgi?content=127999241
,18 Beta,CSS,Removed WEBKIT_KEYFRAMES_RULE and WEBKIT_KEYFRAME_RULE in CSSRule.  (97084520),,https://bugs.webkit.org/buglist.cgi?content=97084520
,18 Beta,CSS,Removed :-webkit-full-screen-ancestor pseudo-class.  (100782937),,https://bugs.webkit.org/buglist.cgi?content=100782937
,18 Beta,CSS,Removed -webkit-alt and alt properties.  (120051066),,https://bugs.webkit.org/buglist.cgi?content=120051066
,18 Beta,CSS,Removed the non-standard resize: auto rule.  (120138995),,https://bugs.webkit.org/buglist.cgi?content=120138995
,18 Beta,CSS,Removed :-webkit-animating-full-screen-transition pseudo-class.  (121302758),,https://bugs.webkit.org/buglist.cgi?content=121302758
,18 Beta,CSS,Removed :-khtml-drag pseudo-class.  (121303391),,https://bugs.webkit.org/buglist.cgi?content=121303391
,18 Beta,CSS,Removed :-webkit-full-screen-controls-hidden pseudo-class.  (121323330),,https://bugs.webkit.org/buglist.cgi?content=121323330
,18 Beta,CSS,Removed :-webkit-full-page-media pseudo-class.  (121752962),,https://bugs.webkit.org/buglist.cgi?content=121752962
,18 Beta,CSS,Removed :-webkit-full-screen-document pseudo-class.  (121816310),,https://bugs.webkit.org/buglist.cgi?content=121816310
,18 Beta,Editing,Added writingsuggestions attribute to HTML elements to opt into multiword text completions.  (114989563),,https://bugs.webkit.org/buglist.cgi?content=114989563
,18 Beta,Forms,Added haptic feedback for <input type=checkbox switch> on iOS.  (125474921),,https://bugs.webkit.org/buglist.cgi?content=125474921
,18 Beta,Forms,Fixed displayed datalist dropdown to sync its options elements after a DOM update.  (54690831),,https://bugs.webkit.org/buglist.cgi?content=54690831
,18 Beta,Forms,Fixed <select multiple> scrollbars to match the used color scheme.  (123807167),,https://bugs.webkit.org/buglist.cgi?content=123807167
,18 Beta,Forms,Fixed updating the input value when selecting an <option> from a <datalist> element.  (124784204) (FB13688998),,https://bugs.webkit.org/buglist.cgi?content=124784204
,18 Beta,Forms,"Fixed the value attribute not getting displayed in an input element with type=""email"" and the multiple attribute.  (125221858)",,https://bugs.webkit.org/buglist.cgi?content=125221858
,18 Beta,Forms,Fixed the iOS animation for <input type=checkbox switch>.  (125563501),,https://bugs.webkit.org/buglist.cgi?content=125563501
,18 Beta,Forms,Fixed form controls drawing with an active appearance when the window is inactive.  (127391198),,https://bugs.webkit.org/buglist.cgi?content=127391198
,18 Beta,Forms,Fixed constructed FormData object to not include entries for the image button submitter by default.  (128176811),,https://bugs.webkit.org/buglist.cgi?content=128176811
,18 Beta,History,Fixed the properties of History to throw a SecurityError when not in a fully active Document.  (118750576),,https://bugs.webkit.org/buglist.cgi?content=118750576
,18 Beta,HTML,Fixed “about:blank” document.referrer initialization.  (97689906),,https://bugs.webkit.org/buglist.cgi?content=97689906
,18 Beta,HTML,Fixed parsing a self-closing SVG script element. It now successfully executes.  (121887875),,https://bugs.webkit.org/buglist.cgi?content=121887875
,18 Beta,Images,Removed support for JPEG2000.  (35161822),,https://bugs.webkit.org/buglist.cgi?content=35161822
,18 Beta,JavaScript,Added support for the v flag with RegExp.prototype[Symbol.matchAll].  (126017731),,https://bugs.webkit.org/buglist.cgi?content=126017731
,18 Beta,JavaScript,Added support for Unicode 15.1.0 characters in RegExp.  (126863692),,https://bugs.webkit.org/buglist.cgi?content=126863692
,18 Beta,JavaScript,"Fixed RegExp.prototype.@@split to update the following legacy RegExp static properties: RegExp.input, RegExp.lastMatch, RegExp.lastParen, RegExp.leftContext, RegExp.rightContext, and RegExp.$1, ... RegExp.$9.  (99865597)",,https://bugs.webkit.org/buglist.cgi?content=99865597
,18 Beta,JavaScript,Fixed String.prototype.replace to not take the fast path if the pattern is RegExp Object and the lastIndex is not numeric.  (101122567),,https://bugs.webkit.org/buglist.cgi?content=101122567
,18 Beta,JavaScript,"Fixed spec compliance for Async / Await, Generators, Async Functions, and Async Generators.  (113884730)",,https://bugs.webkit.org/buglist.cgi?content=113884730
,18 Beta,JavaScript,Fixed async functions and generators to properly handle promises with throwing “constructor” getter.  (119734587),,https://bugs.webkit.org/buglist.cgi?content=119734587
,18 Beta,JavaScript,Fixed return in async generators to correctly await its value.  (119834751),,https://bugs.webkit.org/buglist.cgi?content=119834751
,18 Beta,JavaScript,Fixed Symbol.species getters to not share a single JS Function.  (120416817),,https://bugs.webkit.org/buglist.cgi?content=120416817
,18 Beta,JavaScript,Fixed throwing a RangeError if Set methods are called on an object with negative size property.  (121310940),,https://bugs.webkit.org/buglist.cgi?content=121310940
,18 Beta,JavaScript,Fixed eval() function from another realm to not cause a direct eval call.  (121546048),,https://bugs.webkit.org/buglist.cgi?content=121546048
,18 Beta,JavaScript,Fixed eval() call with ...spread syntaxt to be a direct call.  (121547890),,https://bugs.webkit.org/buglist.cgi?content=121547890
,18 Beta,JavaScript,Fixed try/catch to not intercept errors originated in [[Construct]] of derived class.  (121959506),,https://bugs.webkit.org/buglist.cgi?content=121959506
,18 Beta,JavaScript,"Fixed several issues:direct eval() in a default value expression inside a rest parameter creates a variable in the environment of the function rather than the separate one of the parameters;a ReferenceError is thrown when accessing a binding, which is defined inside rest parameter, in eval(), or a closure created in a default value expression of a preceding parameter, but only if there is a var binding by the same name;a closure, created in the default value expression inside a rest parameter, is created in a different VariableEnvironment of the function than its counterparts in preceding parameters which causes the incorrect environment to be consulted when querying or modifying parameter names that are “shadowed” by var bindings.  (121961421)",,https://bugs.webkit.org/buglist.cgi?content=121961421
,18 Beta,JavaScript,direct eval() in a default value expression inside a rest parameter creates a variable in the environment of the function rather than the separate one of the parameters;,,
,18 Beta,JavaScript,"a ReferenceError is thrown when accessing a binding, which is defined inside rest parameter, in eval(), or a closure created in a default value expression of a preceding parameter, but only if there is a var binding by the same name;",,
,18 Beta,JavaScript,"a closure, created in the default value expression inside a rest parameter, is created in a different VariableEnvironment of the function than its counterparts in preceding parameters which causes the incorrect environment to be consulted when querying or modifying parameter names that are “shadowed” by var bindings.  (121961421)",,https://bugs.webkit.org/buglist.cgi?content=121961421
,18 Beta,JavaScript,Fixed TypedArray sorting methods to have a special-case for camparator returning false.  (122093956),,https://bugs.webkit.org/buglist.cgi?content=122093956
,18 Beta,JavaScript,Fixed programming style for bitwise and in setExpectionPorts.  (122138733),,https://bugs.webkit.org/buglist.cgi?content=122138733
,18 Beta,JavaScript,Fixed emitReturn() to load this value from arrow function lexical environment prior to the TDZ check.  (122430056),,https://bugs.webkit.org/buglist.cgi?content=122430056
,18 Beta,JavaScript,Fixed NFKC normalization to work with Latin-1 characters.  (123328161),,https://bugs.webkit.org/buglist.cgi?content=123328161
,18 Beta,JavaScript,Fixed parsing of private names with Unicode start characters.  (123425805),,https://bugs.webkit.org/buglist.cgi?content=123425805
,18 Beta,JavaScript,Fixed instanceof to not get RHS prototype when LHS is primitive.  (123629166),,https://bugs.webkit.org/buglist.cgi?content=123629166
,18 Beta,JavaScript,Fixed bracket update expression to resolve property key at most once.  (123872374),,https://bugs.webkit.org/buglist.cgi?content=123872374
,18 Beta,JavaScript,Fixed bracket compound assignement to resolve the property key at most once.  (124420301),,https://bugs.webkit.org/buglist.cgi?content=124420301
,18 Beta,JavaScript,Fixed Object.groupBy and Map.groupBy to work for non-objects.  (125485685),,https://bugs.webkit.org/buglist.cgi?content=125485685
,18 Beta,JavaScript,Fixed Array.fromAsync to not call the Array constructor twice.  (125509304),,https://bugs.webkit.org/buglist.cgi?content=125509304
,18 Beta,JavaScript,Fixed inconsistent output of Function.prototype.toString for accessor properties.  (125739577),,https://bugs.webkit.org/buglist.cgi?content=125739577
,18 Beta,JavaScript,Fixed Set#symmetricDifference to call this.has in each iteration.  (126526845),,https://bugs.webkit.org/buglist.cgi?content=126526845
,18 Beta,JavaScript,Fixed logical assignment expressions to throw a syntax error when the left side of the assignment is a function call.  (126540636),,https://bugs.webkit.org/buglist.cgi?content=126540636
,18 Beta,JavaScript,Fixed throwing a syntax error for nested duplicate-named capturing groups in RegEx.  (126863735),,https://bugs.webkit.org/buglist.cgi?content=126863735
,18 Beta,JavaScript,Fixed ArrayBuffer and SharedArrayBuffer constructor to check length before creating an instance.  (126971134),,https://bugs.webkit.org/buglist.cgi?content=126971134
,18 Beta,JavaScript,Fixed Intl implementation to ensure canonicalizing “GMT” to “UTC” based on a spec update.  (127061600),,https://bugs.webkit.org/buglist.cgi?content=127061600
,18 Beta,JavaScript,Fixed RegEx lookbehinds differing from v8.  (127440248),,https://bugs.webkit.org/buglist.cgi?content=127440248
,18 Beta,JavaScript,Fixed fractionalDigits of Intl.DurationFormat to be treated as at most 9 digits if it is omitted.  (129145390),,https://bugs.webkit.org/buglist.cgi?content=129145390
,18 Beta,Loading,Fixed navigator.cookieEnabled to return false when cookies are blocked.  (121284878),,https://bugs.webkit.org/buglist.cgi?content=121284878
,18 Beta,Media,Added support for WebRTC HEVC RFC 7789 RTP Payload Format.  (112001659),,https://bugs.webkit.org/buglist.cgi?content=112001659
,18 Beta,Media,"Added support for Viewer on macOS, a full window video watching mode for web pages with a prominent video element.  (114218891)",,https://bugs.webkit.org/buglist.cgi?content=114218891
,18 Beta,Media,Added support for MSE in workers.  (123052315),,https://bugs.webkit.org/buglist.cgi?content=123052315
,18 Beta,Media,Fixed video sound coming from another window after changing tabs in the Tab Bar in visionOS.  (120018549),,https://bugs.webkit.org/buglist.cgi?content=120018549
,18 Beta,Media,Fixed playback for MSE videos on some sites.  (123528095),,https://bugs.webkit.org/buglist.cgi?content=123528095
,18 Beta,Media,Fixed allowing a video’s currentTime to be further than the gap’s start time.  (124186726),,https://bugs.webkit.org/buglist.cgi?content=124186726
,18 Beta,Media,Fixed broken audio playback for a WebM file with a Vorbis track.  (124880261),,https://bugs.webkit.org/buglist.cgi?content=124880261
,18 Beta,Media,Fixed sampleRate and numberOfChanges to be required and non-zero in a valid AudioEncoderConfig.  (125107934),,https://bugs.webkit.org/buglist.cgi?content=125107934
,18 Beta,Media,Fixed media elements appending the same media segment twice.  (125386530),,https://bugs.webkit.org/buglist.cgi?content=125386530
,18 Beta,Media,Fixed an issue where Safari audio may be emitted from the wrong window in visionOS.  (127009932),,https://bugs.webkit.org/buglist.cgi?content=127009932
,18 Beta,Media,Fixedrejecting valid NPT strings if ‘hours’ is defined using 1 digit.  (128318772),,https://bugs.webkit.org/buglist.cgi?content=128318772
,18 Beta,Media,Removed non-standard VTTRegion.track.  (123172214),,https://bugs.webkit.org/buglist.cgi?content=123172214
,18 Beta,Networking,Fixed upgrading inactive or passive subresource requests and fetches in would-be mixed security contexts to match standards.  (101678657),,https://bugs.webkit.org/buglist.cgi?content=101678657
,18 Beta,Networking,Fixed incorrect Sec-Fetch-Site value for navigation of a nested document.  (109358563),,https://bugs.webkit.org/buglist.cgi?content=109358563
,18 Beta,Networking,Fixed loading WebArchives with a non-persistent datastore.  (122290562),,https://bugs.webkit.org/buglist.cgi?content=122290562
,18 Beta,Networking,Fixed Timing-Allow-Origin to not apply to an HTTP 302 response.  (126531139),,https://bugs.webkit.org/buglist.cgi?content=126531139
,18 Beta,PDF,Fixed print buttons with a print action implementation.  (123850236),,https://bugs.webkit.org/buglist.cgi?content=123850236
,18 Beta,PDF,Fixed Open in Preview for a PDF with a space in its name.  (127379128),,https://bugs.webkit.org/buglist.cgi?content=127379128
,18 Beta,Rendering,Fixed Greek uppercase transforms failing for some characters.  (90364897),,https://bugs.webkit.org/buglist.cgi?content=90364897
,18 Beta,Rendering,Fixed resizing a <textarea> element with 1rem padding.  (90639221),,https://bugs.webkit.org/buglist.cgi?content=90639221
,18 Beta,Rendering,Fixed the color correctness of the color matrix filter.  (120795573),,https://bugs.webkit.org/buglist.cgi?content=120795573
,18 Beta,Rendering,Fixed backdrop-filter to apply to the border area of an element with a border-radius.  (122295068),,https://bugs.webkit.org/buglist.cgi?content=122295068
,18 Beta,Rendering,Fixed intrinsic inline size calculators to account for whitespace before an empty child with nonzero margins.  (122586712),,https://bugs.webkit.org/buglist.cgi?content=122586712
,18 Beta,Rendering,Fixed overlapping elements with flex box when height: 100% is applied on nested content.  (125572851),,https://bugs.webkit.org/buglist.cgi?content=125572851
,18 Beta,Rendering,Fixed incorrect grid item positioning with out-of-flow sibling.  (126207467),,https://bugs.webkit.org/buglist.cgi?content=126207467
,18 Beta,Rendering,Fixed break-word with a float discarding text.  (126309547),,https://bugs.webkit.org/buglist.cgi?content=126309547
,18 Beta,Rendering,Fixed min-content calculation for unstyled only-child inlines elements.  (128348427),,https://bugs.webkit.org/buglist.cgi?content=128348427
,18 Beta,Rendering,Fixed ellipsis rendering multiple times when position: relative and top are used.  (128394449),,https://bugs.webkit.org/buglist.cgi?content=128394449
,18 Beta,Rendering,Fixed a bug for inline elements inserted in reverse order after a block in a continuation.  (128826228),,https://bugs.webkit.org/buglist.cgi?content=128826228
,18 Beta,Rendering,Fixed the flash of a page background-colored bar in the footer when the window is resized.  (128940179),,https://bugs.webkit.org/buglist.cgi?content=128940179
,18 Beta,Safari Extensions,Added support for Safari Web Extensions and Content Blockers in web apps.  (99755515),,https://bugs.webkit.org/buglist.cgi?content=99755515
,18 Beta,Safari Extensions,"Added support for Device Management of extension enabled state, private browsing state, and website access on Managed Devices.  (113051857)",,https://bugs.webkit.org/buglist.cgi?content=113051857
,18 Beta,Scrolling,Fixed the cursor not updating as content scrolls under it on some pages.  (122347347),,https://bugs.webkit.org/buglist.cgi?content=122347347
,18 Beta,Spatial Web,Added support for docking fullscreen videos into the current Environment in visionOS.  (91364019),,https://bugs.webkit.org/buglist.cgi?content=91364019
,18 Beta,Spatial Web,Added interaction region support for CSS clip-path.  (119124300),,https://bugs.webkit.org/buglist.cgi?content=119124300
,18 Beta,Spatial Web,Added support for Spatial and Panoramic images.  (125913434),,https://bugs.webkit.org/buglist.cgi?content=125913434
,18 Beta,Storage,Removed support for AppCache.  (113343269),,https://bugs.webkit.org/buglist.cgi?content=113343269
,18 Beta,SVG,Fixed the SVG parser to interpret “form feed” as white space.  (95488677),,https://bugs.webkit.org/buglist.cgi?content=95488677
,18 Beta,SVG,Fixed error handling for invalid filter primitive references.  (104262208),,https://bugs.webkit.org/buglist.cgi?content=104262208
,18 Beta,SVG,Fixed displaying an SVG element inside a <switch> element.  (120732837),,https://bugs.webkit.org/buglist.cgi?content=120732837
,18 Beta,SVG,Fixed SVG title to have display: none as the default UA style rule.  (122185838),,https://bugs.webkit.org/buglist.cgi?content=122185838
,18 Beta,SVG,Fixed the UA stylesheet for links in SVGs to apply cursor: pointer matching standards.  (122715957),,https://bugs.webkit.org/buglist.cgi?content=122715957
,18 Beta,SVG,Fixed returning the initial value for the SVG gradient stop-color if it is not rendered in the page.  (123262508),,https://bugs.webkit.org/buglist.cgi?content=123262508
,18 Beta,SVG,Fixed the SVG marker segment calculations if the marker path consists of sub-paths.  (123434203),,https://bugs.webkit.org/buglist.cgi?content=123434203
,18 Beta,SVG,Fixed SVGLength to sync with the WebIDL specification.  (129169603),,https://bugs.webkit.org/buglist.cgi?content=129169603
,18 Beta,SVG,Removed the SVGAnimateColorElement interface.  (122586568),,https://bugs.webkit.org/buglist.cgi?content=122586568
,18 Beta,Web Animations,Fixed percentage transform animations when width and height are animated.  (63309680),,https://bugs.webkit.org/buglist.cgi?content=63309680
,18 Beta,Web Animations,Fixed updating an animation when changing the value of a transform property while that property is animated with an implicit keyframe.  (126126617),,https://bugs.webkit.org/buglist.cgi?content=126126617
,18 Beta,Web Animations,Fixed animating with color-mix.  (126148201),,https://bugs.webkit.org/buglist.cgi?content=126148201
,18 Beta,Web API,Added support for URL.parse().  (125376520),,https://bugs.webkit.org/buglist.cgi?content=125376520
,18 Beta,Web API,Added support for shadowRootDelegatesFocus and shadowRootClonable to <template>.  (125401993),,https://bugs.webkit.org/buglist.cgi?content=125401993
,18 Beta,Web API,Added support for serializing shadow roots through getHTML() as well as the corresponding shadow root serializable feature.  (125513986),,https://bugs.webkit.org/buglist.cgi?content=125513986
,18 Beta,Web API,Added support for PopStateEvent’s hasUAVisualTransition.  (125849073),,https://bugs.webkit.org/buglist.cgi?content=125849073
,18 Beta,Web API,Added support for subresource integrity in imported module scripts.  (127038535),,https://bugs.webkit.org/buglist.cgi?content=127038535
,18 Beta,Web API,Added support for feature detecting text fragments by exposing document.fragmentDirective.  (127650843),,https://bugs.webkit.org/buglist.cgi?content=127650843
,18 Beta,Web API,Added support for the bytes() method to Request and Response.  (128407577),,https://bugs.webkit.org/buglist.cgi?content=128407577
,18 Beta,Web API,Added support for bytes() to Blob and PushMessageData.  (128418858),,https://bugs.webkit.org/buglist.cgi?content=128418858
,18 Beta,Web API,Fixed cssText setter to change the style attribute when the serialization differs.  (29861252) (FB5535475),,https://bugs.webkit.org/buglist.cgi?content=29861252
,18 Beta,Web API,Fixed history.pushState() and history.replaceState() to ignore the title argument.  (75695791),,https://bugs.webkit.org/buglist.cgi?content=75695791
,18 Beta,Web API,Fixed URL text fragment directives not fully stripped from JavaScript.  (107326333),,https://bugs.webkit.org/buglist.cgi?content=107326333
,18 Beta,Web API,Fixed showPicker() method to trigger suggestions from a datalist.  (116017782),,https://bugs.webkit.org/buglist.cgi?content=116017782
,18 Beta,Web API,Fixed lang attribute in no namespace to only apply to HTML and SVG elements.  (117795695),,https://bugs.webkit.org/buglist.cgi?content=117795695
,18 Beta,Web API,Fixed unnecessarily unsetting the iframe fullscreen flag.  (120052751),,https://bugs.webkit.org/buglist.cgi?content=120052751
,18 Beta,Web API,Fixed DOM Range to correctly account for CDATASection nodes.  (122608224),,https://bugs.webkit.org/buglist.cgi?content=122608224
,18 Beta,Web API,Fixed getGamepads() to no longer trigger an insecure contexts warning.  (123039555),,https://bugs.webkit.org/buglist.cgi?content=123039555
,18 Beta,Web API,Fixed inserting a <picture> element displaying the same image twice.  (123795045),,https://bugs.webkit.org/buglist.cgi?content=123795045
